antiguedad_empleo,tasa_interes,porcentaje_ingreso,edad,ingreso_anual,monto_prestamo,incumplimiento,historial_crediticio_anios,tenencia_vivienda_OTHER,tenencia_vivienda_OWN,tenencia_vivienda_RENT,motivo_prestamo_EDUCATION,motivo_prestamo_HOMEIMPROVEMENT,motivo_prestamo_MEDICAL,motivo_prestamo_PERSONAL,motivo_prestamo_VENTURE,calificacion_prestamo_B,calificacion_prestamo_C,calificacion_prestamo_D,calificacion_prestamo_E,calificacion_prestamo_F,calificacion_prestamo_G,incumplimiento_previo_Y
2.0,8.0,0.02,27,100000,2000,0,5,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2.0,9.38,0.14,28,100000,13500,0,9,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2.0,12.09,0.1,27,100000,10000,0,9,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
5.0,8.49,0.36,27,39000,14125,1,5,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
2.0,9.725300000000002,0.07,33,100000,7000,0,6,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
5.0,11.59,0.07,30,100000,7500,0,6,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
8.0,10.08,0.07,31,100000,7000,0,10,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
6.0,12.358399999999996,0.3,28,46400,14125,0,5,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
1.0,10.39,0.25,33,100000,25000,0,8,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
3.0,12.69,0.35,29,40000,14150,1,7,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
13.0,15.76,0.12,35,100000,12000,0,6,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
3.0,14.27,0.3,34,30000,8875,0,8,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True
7.0,12.04,0.15,29,100000,15000,0,5,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
10.0,9.96,0.12,27,100000,12000,0,10,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
0.0,8.07,0.05,27,100000,5000,0,10,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
0.0,15.88,0.17,33,88296,15000,1,8,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
5.0,13.49,0.48,32,30000,14300,1,8,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False
0.0,10.39,0.48,27,30000,14300,1,6,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
11.0,14.65,0.15,27,100500,15000,0,6,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
2.0,10.75,0.45,30,31800,14400,1,7,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False
2.0,10.59,0.25,35,100596,25000,0,8,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
5.0,12.42,0.22,30,100800,22000,0,7,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
0.0,10.62,0.4,29,36000,14400,1,6,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
6.0,12.87,0.03,35,100843,2800,0,5,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
5.0,11.99,0.22,27,88970,20000,1,6,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
4.0,9.91,0.05,28,101000,5000,0,5,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
12.0,11.49,0.08,32,101000,8000,0,5,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
5.0,14.79,0.03,32,101000,3375,0,8,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
8.0,7.49,0.05,33,101000,5000,0,7,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
5.0,8.49,0.18,31,101000,18000,0,6,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
15.0,8.94,0.38,31,38000,14400,1,7,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
6.0,12.18,0.12,29,101000,12000,0,8,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False
2.0,6.99,0.33,30,43000,14400,1,10,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
10.0,6.99,0.5,32,30000,17875,0,5,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
8.0,8.94,0.15,28,101000,15000,0,9,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1.0,9.798599999999993,0.2,27,101000,20000,0,8,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
6.0,9.63,0.12,31,101000,12000,0,7,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
7.0,8.32,0.06,28,101000,6000,0,9,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2.0,7.9,0.11,27,101004,11025,0,5,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
3.0,10.150933333333331,0.12,27,101004,12000,0,9,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
3.0,11.366000000000003,0.17,31,101004,17000,0,8,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0.0,7.49,0.13,29,30000,4000,0,5,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
0.0,17.26,0.2,27,75905,18000,1,8,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
11.0,9.32,0.04,35,101400,4500,0,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
9.0,12.87,0.15,31,101416,15000,0,8,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
3.0,13.61,0.32,29,44500,14400,1,10,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True
14.0,7.29,0.32,29,45000,14400,1,9,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
7.0,8.9,0.05,30,90000,4800,1,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8.0,15.62,0.15,30,102000,15000,0,8,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
6.0,12.99,0.09,33,102000,8700,0,9,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
1.0,11.99,0.16,27,102000,16000,0,5,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
0.0,5.99,0.1,28,102000,10000,0,10,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
9.0,7.49,0.06,27,102000,6000,0,9,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
0.0,9.91,0.25,33,58000,14400,0,5,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False
17.0,9.855199999999998,0.34,33,102000,29800,0,8,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True
4.0,7.66,0.12,30,102000,12250,0,8,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
5.0,7.88,0.04,31,102000,4000,0,10,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
13.0,7.88,0.06,29,102000,6000,0,9,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1.0,12.621699999999997,0.14,31,102000,14400,0,6,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
7.0,11.14,0.22,28,65000,14400,0,5,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
2.0,12.18,0.1,28,102000,10000,0,7,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
5.0,8.59,0.21,34,68000,14400,0,5,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
2.0,11.26,0.07,27,102000,7200,0,8,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1.0,12.84,0.15,27,102000,15000,0,7,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
6.0,9.63,0.1,27,102000,10000,0,9,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
10.0,9.33,0.18,29,102000,18000,0,7,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False
13.0,13.92,0.15,28,102058,15000,0,8,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
6.0,11.14,0.11,33,102368,11000,0,8,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
0.0,12.98,0.2,28,73500,14400,0,6,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True
2.0,15.57,0.24,27,102400,25000,0,10,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
14.0,12.18,0.24,30,102489,25000,0,7,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
3.0,10.59,0.08,27,102500,8000,0,6,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
0.0,11.49,0.09,27,102500,9000,0,6,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
12.0,5.79,0.06,28,102500,6000,0,8,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
6.0,7.9,0.02,30,102540,1500,0,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1.0,11.36,0.19,27,75000,14400,0,7,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False
7.04,7.9,0.1,31,102672,10000,0,10,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
4.0,8.427300000000002,0.06,33,102996,6000,0,8,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
8.0,9.91,0.14,31,103000,14000,0,7,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
5.0,7.49,0.23,33,103000,24000,0,10,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3.0,7.49,0.06,32,103000,6000,0,8,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
14.0,7.49,0.06,30,103000,6400,0,9,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2.0,5.42,0.05,28,103000,5000,0,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
5.0,5.42,0.03,34,103000,3525,0,8,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
13.0,7.29,0.04,29,103000,4500,0,6,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
8.0,7.29,0.09,27,103000,8800,0,8,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
4.0,7.51,0.1,28,103000,10000,0,10,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
4.0,13.49,0.18,30,79820,14400,0,6,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False
5.0,10.62,0.16,34,103000,16000,0,7,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
5.06,11.99,0.17,32,84000,14400,0,6,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False
3.0,12.685866666666671,0.15,31,103000,15000,0,6,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2.0,9.0079,0.07,29,103089,7000,0,9,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
7.0,9.88,0.09,28,103200,9000,0,6,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
4.0,8.49,0.17,27,85000,14400,0,10,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
4.0,11.407900000000005,0.15,34,103363,15000,0,8,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
14.0,14.61,0.23,30,103500,24150,0,9,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
1.0,9.07,0.17,28,85000,14400,0,8,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
5.94,14.27,0.1,28,103800,10000,0,8,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
3.0,10.99,0.17,28,103992,18000,0,7,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
3.0,10.980100000000007,0.15,33,104000,16000,0,9,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
11.0,10.65,0.1,27,104000,10000,0,9,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
7.0,7.49,0.34,29,104000,29800,0,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10.0,11.440900000000006,0.34,27,104000,29800,0,10,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False
4.0,11.439299999999987,0.15,30,96000,14400,0,8,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False
4.0,17.99,0.34,27,104000,29800,0,6,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True
6.0,7.66,0.17,29,104000,18000,0,7,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
15.0,10.74,0.03,33,104000,3500,0,6,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
0.0,6.17,0.33,29,30000,10000,0,5,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
7.0,13.35,0.14,32,100000,14400,0,7,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True
10.0,13.85,0.14,28,100000,14400,0,9,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
12.0,10.8507,0.19,28,104000,20000,0,9,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
8.0,14.22,0.08,28,92000,7750,1,6,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
3.0,9.848017857142855,0.29,30,50000,14475,0,6,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
4.0,16.7,0.5,32,28800,14500,1,10,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
12.0,14.82,0.16,32,104000,17000,0,7,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True
11.0,7.4,0.06,27,104525,6000,0,8,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1.0,11.795900000000001,0.48,30,30000,14500,1,8,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False
8.0,7.51,0.25,30,105000,26000,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5.0,7.88,0.47,34,31000,14500,1,10,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
17.0,14.65,0.05,32,105000,5000,0,9,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
11.0,11.543500000000003,0.27,27,105000,28000,0,7,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
4.0,9.91,0.25,33,105000,26375,0,9,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
4.0,6.62,0.11,29,105000,12000,0,7,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
4.0,6.17,0.45,35,32000,14500,1,9,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
4.0,13.98,0.41,27,35000,14500,1,8,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
6.0,5.99,0.1,30,105000,10000,0,8,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
14.0,6.99,0.11,34,105000,12000,0,5,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1.0,11.14,0.48,28,30000,14500,1,8,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
9.7,5.99,0.03,29,105000,3000,0,6,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
14.0,13.23,0.36,30,40581,14500,1,10,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False
11.0,7.940099999999998,0.1,35,105000,10000,0,10,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
14.0,10.047599999999994,0.07,30,105000,7725,0,9,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
5.0,5.99,0.12,32,105000,12100,0,6,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
7.0,7.49,0.1,27,105000,11000,0,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
12.0,10.3782,0.07,28,105000,7000,0,10,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
17.0,10.37,0.03,35,105000,3000,0,7,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
10.0,18.39,0.26,32,79050,24000,1,8,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True
2.0,5.42,0.05,34,105000,5000,0,7,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
8.0,9.63,0.11,28,105000,12000,0,10,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
3.0,12.23,0.24,27,105000,25000,0,5,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
1.0,10.685559999999999,0.23,28,105000,24000,0,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3.0,6.91,0.19,29,105000,20000,0,8,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2.0,10.75,0.1,31,30000,2950,0,7,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False
9.0,6.17,0.23,27,105000,24000,0,6,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
11.0,6.54,0.19,32,105000,20000,0,9,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
6.0,14.84,0.06,27,30000,1800,0,5,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True
17.0,15.95,0.14,33,79050,12750,1,10,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2.0,7.51,0.1,34,105000,10000,0,7,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0.0,14.72,0.06,30,105000,6000,0,10,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
1.0,11.12,0.24,28,105000,25000,0,9,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
13.0,7.88,0.11,29,105000,12000,0,7,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
6.0,11.36,0.08,31,30000,2500,0,9,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False
13.0,10.25,0.16,29,105000,17000,0,10,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2.0,12.73,0.19,27,76000,14500,0,10,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
14.0,11.36,0.15,30,105000,15400,0,10,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False
12.0,7.88,0.11,30,105000,12000,0,6,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
14.0,10.25,0.12,30,105000,13000,0,9,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
5.36,12.61,0.19,28,76113,14500,1,7,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
5.0,11.83,0.19,30,105000,20000,0,5,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
8.0,14.65,0.16,33,90000,14500,0,9,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
12.0,7.74,0.07,33,105000,7000,0,10,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
4.0,15.7,0.27,30,30000,8000,0,10,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True
5.0,11.48,0.19,27,105000,20000,0,6,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
2.0,7.88,0.33,31,30000,10000,0,5,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
13.0,12.53,0.05,29,105000,5000,0,9,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
0.0,12.21,0.18,28,105000,19000,0,6,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
11.0,14.42,0.14,29,105000,15000,0,5,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
6.0,12.41,0.05,33,105000,5150,0,9,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
2.0,10.847825000000007,0.36,31,40000,14600,1,5,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
0.0,7.29,0.09,27,105600,10000,0,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13.0,16.08,0.26,31,93900,24000,1,6,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True
7.0,12.656300000000005,0.09,29,93924,8400,1,10,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1.0,14.65,0.5,28,28800,15000,1,8,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True
0.0,12.050400000000003,0.18,29,105996,19400,0,6,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
11.0,11.71,0.04,27,106000,4000,0,6,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
8.0,15.96,0.14,35,106000,15000,0,8,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2.0,8.49,0.06,33,106000,6000,0,8,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
6.0,7.29,0.07,34,106000,7200,0,8,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
12.0,5.79,0.11,32,106000,12000,0,8,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
15.0,9.63,0.02,31,106000,2400,0,6,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
5.0,13.8,0.23,27,106000,24000,0,10,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
11.0,9.048399999999996,0.09,30,106000,10000,0,9,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
6.0,13.48,0.5,28,28896,15000,1,8,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True
5.0,7.88,0.14,31,106000,15000,0,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1.0,10.0,0.5,31,30000,15000,1,6,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
3.0,8.29593333333333,0.09,32,106000,10000,0,7,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
3.0,7.88,0.08,34,106000,9000,0,6,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
3.0,10.99,0.06,31,106000,6000,0,7,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
3.0,14.96,0.15,27,106000,16000,0,9,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True
5.0,11.83,0.48,28,31200,15000,1,9,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
13.0,11.604900000000002,0.19,32,106300,20000,0,5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
9.0,10.332999999999991,0.06,29,106300,6000,0,7,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
5.0,7.66,0.12,28,106358,13125,0,7,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
0.0,12.53,0.17,31,30000,5000,0,6,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True
2.0,6.99,0.08,35,106369,8325,0,10,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
14.0,6.17,0.17,29,106369,18000,0,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4.0,9.921499999999993,0.14,35,106500,14550,0,10,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
6.38,6.92,0.07,35,106800,8000,0,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.0,11.075800000000006,0.47,27,32000,15000,1,7,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
1.0,12.42,0.47,30,32000,15000,1,5,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
11.0,9.63,0.33,27,107000,29800,0,7,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
3.0,10.99,0.23,29,107000,25000,0,5,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
3.0,11.076766666666668,0.46,28,32568,15000,1,9,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False
2.0,11.888500000000004,0.05,30,107000,5000,0,7,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
3.0,6.91,0.46,27,32960,15000,1,5,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
2.0,9.63,0.1,27,107000,10800,0,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
0.0,10.78,0.02,30,107000,2500,0,6,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
4.0,8.38,0.11,27,107000,11500,0,10,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
6.0,11.71,0.04,32,107004,4200,0,8,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
3.0,13.79,0.11,30,107004,12000,0,10,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
7.0,11.71,0.06,29,33600,2000,0,9,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False
9.0,9.628499999999995,0.09,29,107220,10000,0,10,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
12.0,6.76,0.07,28,107364,8000,0,9,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2.0,15.21,0.23,32,107400,25000,0,10,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
3.0,14.65,0.05,32,107800,5200,0,8,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True
13.0,14.72,0.06,29,34000,2000,0,7,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True
7.0,15.4102,0.26,31,96000,25000,1,5,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
5.0,11.49,0.11,32,108000,12000,0,10,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
11.0,12.496700000000008,0.2,27,108000,21600,0,10,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
6.0,10.99,0.25,28,108000,27400,0,7,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
2.0,9.63,0.06,29,35000,2000,0,8,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
14.0,10.99,0.05,30,108000,5000,0,5,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
17.0,9.99,0.11,33,108000,11500,0,7,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
3.0,14.17,0.03,27,96000,3000,1,9,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
11.0,10.99,0.06,27,35040,2000,0,10,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
4.0,10.74,0.09,28,108000,10000,0,6,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,5.79,0.13,27,108000,13750,0,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
7.31,6.91,0.09,34,108000,10000,0,6,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
6.0,6.54,0.09,27,108000,10000,0,8,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
17.0,14.35,0.07,33,108000,7200,0,6,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
13.0,6.76,0.03,29,108000,3500,0,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2.0,11.99,0.06,27,36000,2000,0,8,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
4.0,12.87,0.05,28,108000,5000,0,9,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
2.0,11.26,0.05,35,37000,2000,0,10,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
11.0,12.53,0.19,32,108000,20000,0,10,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
9.0,9.32,0.11,29,108000,11400,0,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
3.0,12.87,0.05,29,38000,2000,0,9,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True
11.0,14.62,0.16,33,96000,15000,1,10,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
0.0,10.59,0.19,29,108000,20000,0,7,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
6.0,13.98,0.05,28,108041,5600,0,7,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
6.0,13.79,0.09,32,108202,9600,0,6,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
9.0,6.99,0.15,35,108717,16000,0,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9.0,7.88,0.16,27,108928,17600,0,8,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
12.0,11.797600000000006,0.2,29,108996,22000,0,5,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True
4.0,16.07,0.05,27,39000,2000,0,7,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False
7.0,6.03,0.04,27,109000,3950,0,7,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
6.44,11.49,0.14,33,109000,15000,0,5,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
14.0,13.61,0.14,34,109000,15000,0,7,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True
4.0,12.41,0.17,33,109000,18400,0,8,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
11.0,14.5,0.08,29,82450,7500,1,9,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
4.0,10.59,0.09,27,97000,8275,1,5,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
